full_address,lat_long
"261 E WILLOW ST, LONG BEACH, CA 90806","(33.806482, -118.189942)"
"28201 MARGUERITE PKY, MISSION VIEJO, CA 92692","(33.552505, -117.670985)"
"8352 COMMONWEALTH AVE, BUENA PARK, CA 90620","(33.869778, -117.987669)"
"502 TORRANCE BLVD, REDONDO BEACH, CA 90277","(33.837799, -118.383283)"
"2151 N HARBOR BLVD, FULLERTON, CA 92835","(33.894521, -117.928714)"
"16850 BEAR VLY RD, VICTORVILLE, CA 92395","(34.472511, -117.298051)"
"1114 6TH ST, MODESTO, CA 95354","(37.638854, -121.005256)"
"13500 AIRPORT RD, BOONVILLE, CA 95415","(39.010217, -123.377426)"
"275 HOSPITAL DR, UKIAH, CA 95482","(39.153965, -123.202905)"
"1145 PHELPS AVE, COALINGA, CA 93210","(36.151657, -120.341376)"
"2 W FERN AVE, REDLANDS, CA 92373","(34.050452, -117.17965)"
"228 W MCDOWELL AVE, ALTURAS, CA 96101","(41.480169, -120.543671)"
"3811 VLY CENTRE DR, SAN DIEGO, CA 92130","(32.936447, -117.233206)"
"742 W HIGHLAND AVE, SAN BERNARDINO, CA 92405","(34.13631, -117.299448)"
"7965 SIERRA AVE E, FONTANA, CA 92336","(34.108998, -117.435131)"
"1995 ZINFANDEL DR, RANCHO CORDOVA, CA 95670","(38.612571, -121.271648)"
"920 DELBON AVE, TURLOCK, CA 95382","(37.510325, -120.838756)"
"13768 ROSWELL AVE, CHINO, CA 91710","(34.00369, -117.723294)"
"57445 29 PALMS HWY, YUCCA VALLEY, CA 92284","(34.185894, -116.432416)"
"18607 VENTURA BLVD, TARZANA, CA 91356","(34.17006, -118.538743)"
"12675 LA MIRADA BLVD, LA MIRADA, CA 90638","(33.916175, -118.012455)"
"3291 LOMA VISTA, VENTURA, CA 93003","(34.266083, -119.194915)"
"3291 LOMA VISTA 340, VENTURA, CA 93003","(34.266083, -119.194915)"
"275 S MADERA AVE, KERMAN, CA 93630","(36.731627, -120.060569)"
"28125 BRADLEY RD, SUN CITY, CA 92586","(33.712987, -117.190134)"
"191 S BUENA VISTA ST, BURBANK, CA 91505","(34.159848, -118.329138)"
"191 S BUENA VISTA ST, BURBANK, CA 91505","(34.159848, -118.329138)"
"1201 JEFFERSON ST, DELANO, CA 93215","(35.77205, -119.244919)"
"1205 GARCES HWY, DELANO, CA 93215","(35.761553, -119.24117)"
"121 S MAIN ST, LAKE ELSINORE, CA 92530","(33.667527, -117.328045)"
"1645 ESPLANADE, CHICO, CA 95926","(39.743523, -121.850326)"
"17051 SIERRA LAKES, FONTANA, CA 92336","(34.135176, -117.43608)"
"23803 MCBEAN PKWY, VALENCIA, CA 91355","(34.397609, -118.552342)"
"25751 MCBEAN PKWY, VALENCIA, CA 91355","(34.399704, -118.552078)"
"1425 W H ST, OAKDALE, CA 95361","(37.758052, -120.861432)"
"2603 PATTERSON RD, RIVERBANK, CA 95367","(37.73285, -120.949522)"
"3850 RIVERLAKES DR, BAKERSFIELD, CA 93312","(35.394796, -119.093545)"
"5401 WHITE LN, BAKERSFIELD, CA 93309","(35.317434, -119.062753)"
"605 E BADILLO ST, COVINA, CA 91723","(34.084747, -117.886844)"
"1217 W WHITTIER BLVD, MONTEBELLO, CA 90640","(34.010922, -118.11374)"
"1701 E CESAR CHAVEZ, LOS ANGELES, CA 90033","(34.05038, -118.211991)"
"947 S ANAHEIM BLVD, ANAHEIM, CA 92805","(33.821688, -117.909906)"
"270 PERKINS ST, SONOMA, CA 95476","(38.289269, -122.462999)"
"2211 EAST ST, CONCORD, CA 94520","(37.980848, -122.032832)"
"8220 WYMARK DR, ELK GROVE, CA 95757","(38.411441, -121.409835)"
"1805 MEDICAL CTR DR, SAN BERNARDINO, CA 92411","(34.122501, -117.320138)"
"2101 N WATERMAN AVE, SAN BERNARDINO, CA 92404","(34.134626, -117.273564)"
"311 W I ST, LOS BANOS, CA 93635","(37.063298, -120.857722)"
"29525 CANWOOD ST, AGOURA HILLS, CA 91301","(34.148076, -118.767605)"
"7320 WOODLAKE AVE, WEST HILLS, CA 91307","(34.202766, -118.63196)"
"250 E CAROLINE ST, SAN BERNARDINO, CA 92408","(34.061648, -117.279362)"
"2000 OUTLET CTR DR, OXNARD, CA 93036","(34.236999, -119.184377)"
"1171 RAILROAD ST, CORONA, CA 92882","(33.888612, -117.584106)"
"290 N 10TH ST, COLTON, CA 92324","(34.067157, -117.32069)"
"754 N MOUNTAIN AVE, ONTARIO, CA 91762","(34.071603, -117.66993)"
"10837 LAUREL ST, RANCHO CUCAMONGA, CA 91730","(34.1047, -117.568778)"
"2536 W TEMPLE ST, LOS ANGELES, CA 90026","(34.071913, -118.2747)"
"1950 SAWTELLE BLVD, LOS ANGELES, CA 90025","(34.041293, -118.443773)"
"2516 SAMARITAN DR, SAN JOSE, CA 95124","(37.251293, -121.949984)"
"520 N PROSPECT AVE, REDONDO BEACH, CA 90277","(33.852091, -118.378823)"
"520 N PROSPECT AVE, REDONDO BEACH, CA 90277","(33.852091, -118.378823)"
"4950 BARRANCA PKWY, IRVINE, CA 92604","(33.67613, -117.794775)"
"2508 CASTILLO ST, SANTA BARBARA, CA 93105","(34.431877, -119.725725)"
"1010 W LA VETA AVE, ORANGE, CA 92868","(33.78017, -117.863203)"
"900 E HAMILTON AVE, CAMPBELL, CA 95008","(37.293117, -121.934388)"
"931 SUNSET DR, HOLLISTER, CA 95023","(36.834887, -121.385665)"
"18210 YORBA LINDA, YORBA LINDA, CA 92886","(33.893749, -117.80548)"
"152 PIONEER LN, BISHOP, CA 93514","(37.362208, -118.407181)"
"153 PIONEER LN, BISHOP, CA 93514","(37.36177, -118.407322)"
"153 PIONEER LN, BISHOP, CA 93514","(37.36177, -118.407322)"
"3291 LOMA VISTA 340, VENTURA, CA 93003","(34.266083, -119.194915)"
"2438 N PONDEROSA DR, CAMARILLO, CA 93010","(34.242272, -119.021547)"
"400 N PEPPER AVE, COLTON, CA 92324","(34.076707, -117.352926)"
"935 S MILLIKEN AVE, ONTARIO, CA 91761","(34.054624, -117.557465)"
"825 DELBON AVE, TURLOCK, CA 95382","(37.510628, -120.839636)"
"18682 BEACH BLVD, HUNTINGTON BEACH, CA 92648","(33.691689, -117.98858)"
"9900 TALBERT AVE, FOUNTAIN VALLEY, CA 92708","(33.701509, -117.955867)"
"345 S HALCYON RD, ARROYO GRANDE, CA 93420","(35.113421, -120.590616)"
"6161 CLARK RD, PARADISE, CA 95969","(39.764088, -121.60414)"
"3180 COLIMA RD, HACIENDA HEIGHTS, CA 91745","(33.98055, -117.975731)"
"1301 SHOREWAY RD, BELMONT, CA 94002","(37.527487, -122.26767)"
"2333 BUCHANAN ST, SAN FRANCISCO, CA 94115","(37.790615, -122.431434)"
"3440 LOMITA BLVD, TORRANCE, CA 90505","(33.812756, -118.345379)"
"824 E CARSON ST, CARSON, CA 90745","(33.831189, -118.260516)"
"25775 MCBEAN PKWY, VALENCIA, CA 91355","(34.400392, -118.551705)"
"38209 47TH ST E, PALMDALE, CA 93552","(34.579238, -118.046127)"
"44469 10TH ST W, LANCASTER, CA 93534","(34.691493, -118.148717)"
"4005 N FRESNO ST, FRESNO, CA 93726","(36.790734, -119.781822)"
"191 S BUENA VISTA ST, BURBANK, CA 91505","(34.159848, -118.329138)"
"191 S BUENA VISTA ST, BURBANK, CA 91505","(34.159848, -118.329138)"
"1505 WILSON TER, GLENDALE, CA 91206","(34.150808, -118.230007)"
"1808 VERDUGO BLVD, GLENDALE, CA 91208","(34.205016, -118.215415)"
"301 S FAIR OAKS AVE, PASADENA, CA 91105","(34.140479, -118.150792)"
"622 W DUARTE RD, ARCADIA, CA 91007","(34.124457, -118.051832)"
"801 S CHEVY CHASE DR, GLENDALE, CA 91205","(34.136583, -118.240269)"
"4580 CALIFORNIA AVE, BAKERSFIELD, CA 93309","(35.366335, -119.053354)"
"3701 SKYPARK DR, TORRANCE, CA 90505","(33.811589, -118.349283)"
"2299 POST ST, SAN FRANCISCO, CA 94115","(37.784117, -122.439211)"
"1100 OLIVEWOOD DR, MERCED, CA 95348","(37.318171, -120.490546)"
"2001 SPRINGS RD, VALLEJO, CA 94591","(38.105777, -122.21892)"
"207 N BUTTE ST, WILLOWS, CA 95988","(39.521928, -122.195487)"
"277 COHASSET RD, CHICO, CA 95926","(39.751198, -121.851376)"
"845 W EAST AVE, CHICO, CA 95926","(39.747473, -121.876235)"
"1959 KINGSDALE AVE, REDONDO BEACH, CA 90278","(33.871987, -118.357287)"
"10251 ARTESIA BLVD, BELLFLOWER, CA 90706","(33.873183, -118.115452)"
"16510 BLOOMFIELD AVE, CERRITOS, CA 90703","(33.88108, -118.063126)"
"2220 CLARK AVE, LONG BEACH, CA 90815","(33.798302, -118.13382)"
"3851 KATELLA AVE, LOS ALAMITOS, CA 90720","(33.803329, -118.066014)"
"4772 KATELLA AVE, LOS ALAMITOS, CA 90720","(33.802999, -118.049411)"
"1419 MAIN ST, DELANO, CA 93215","(35.774548, -119.24705)"
"66675 PIERSON BLVD, DESERT HOT SPRINGS, CA 92240","(33.961142, -116.498359)"
"69175 RAMON RD, CATHEDRAL CITY, CA 92234","(33.813566, -116.45605)"
"1179 N MCDOWELL BLVD, PETALUMA, CA 94954","(38.26852, -122.660438)"
"5900 STATE FARM DR, ROHNERT PARK, CA 94928","(38.353768, -122.706984)"
"219 NOGALES AVE, SANTA BARBARA, CA 93105","(34.43194, -119.721556)"
"2101 STONE BLVD, WEST SACRAMENTO, CA 95691","(38.563001, -121.537671)"
"77 CADILLAC DR, SACRAMENTO, CA 95825","(38.573335, -121.418404)"
"8120 TIMBERLAKE WY, SACRAMENTO, CA 95823","(38.463075, -121.414206)"
"2121 S TOWNE CENTRE, ANAHEIM, CA 92806","(33.794287, -117.88224)"
"1133 W SYCAMORE ST, WILLOWS, CA 95988","(39.52062, -122.207778)"
"1313 W 8TH ST, LOS ANGELES, CA 90017","(34.050604, -118.269487)"
"621 S BUTTE ST, SAN PEDRO, CA 90732","(33.738362, -118.306664)"
"8330 RESEDA BLVD, NORTHRIDGE, CA 91324","(34.221679, -118.53588)"
"17450 MAIN ST E, HESPERIA, CA 92345","(34.419092, -117.282104)"
"1515 W FLORIDA AVE, HEMET, CA 92543","(33.746524, -116.987797)"
"1136 D AVE, NATIONAL CITY, CA 91950","(32.692656, -117.069054)"
"5565 GROSSMONT CTR DR, LA MESA, CA 91942","(32.780879, -117.009776)"
"301 LENNON LN, WALNUT CREEK, CA 94598","(37.926402, -122.029592)"
"3737 M L KING JR BLVD, LYNWOOD, CA 90262","(33.924538, -118.202954)"
"62 CORP PARK, IRVINE, CA 92606","(33.701121, -117.817338)"
"500 W HOSPITAL RD, FRENCH CAMP, CA 95231","(37.885994, -121.279559)"
"1115 S SUNSET AVE, WEST COVINA, CA 91790","(34.063786, -117.94521)"
"210 W SAN BERNARDINO RD, COVINA, CA 91723","(34.088021, -117.893412)"
"250 S GRAND AVE, GLENDORA, CA 91741","(34.13909, -117.872353)"
"1433 N ACACIA AVE, REEDLEY, CA 93654","(36.609021, -119.451096)"
"25405 HANCOCK AVE, MURRIETA, CA 92562","(33.557935, -117.185433)"
"31150 TEMECULA PKWY, TEMECULA, CA 92592","(33.476585, -117.120396)"
"3853 W STETSON AVE, HEMET, CA 92545","(33.729217, -117.002181)"
"4305 UNIVERSITY AVE, SAN DIEGO, CA 92105","(32.749171, -117.101431)"
"625 CITRACADO PKWY, ESCONDIDO, CA 92025","(33.090925, -117.079083)"
"555 E HARDY ST, INGLEWOOD, CA 90301","(33.949241, -118.348342)"
"210 SAN BERNARDINO RD, COVINA, CA 91723","(34.088021, -117.893412)"
"3030 N FRESNO ST, FRESNO, CA 93703","(36.77832, -119.780857)"
"4314 W SLAUSON AVE, LOS ANGELES, CA 90043","(33.988718, -118.350769)"
"4314 W SLAUSON AVE, LOS ANGELES, CA 90043","(33.988718, -118.350769)"
"770 MAGNOLIA AVE, CORONA, CA 92879","(33.859216, -117.553276)"
"145 N CLARK ST, FRESNO, CA 93701","(36.743976, -119.786597)"
"1515 E ALLUVIAL AVE, FRESNO, CA 93720","(36.844584, -119.75608)"
"3727 N 1ST ST, FRESNO, CA 93726","(36.785313, -119.773088)"
"1070 CHERRY ST, TULARE, CA 93274","(36.223139, -119.335893)"
"1205 EVERGREEN ST, SELMA, CA 93662","(36.566725, -119.59983)"
"2339 W CLEVELAND AVE, MADERA, CA 93637","(36.975044, -120.085731)"
"500 S SANTA FE AVE, VISALIA, CA 93292","(36.326234, -119.2875)"
"515 W ACEQUIA, VISALIA, CA 93291","(36.32896, -119.297262)"
"568 E HERNDON AVE, FRESNO, CA 93720","(36.838279, -119.777855)"
"568 E HERNDON AVE, FRESNO, CA 93720","(36.838279, -119.777855)"
"800 N ST, SANGER, CA 93657","(36.70476, -119.556608)"
"900 W 7TH ST, HANFORD, CA 93230","(36.325377, -119.658852)"
"2823 FRESNO ST, FRESNO, CA 93721","(36.742548, -119.784127)"
"1401 SPANOS CT, MODESTO, CA 95355","(37.669926, -120.974141)"
"8700 BEVERLY BLVD, WEST HOLLYWOOD, CA 90048","(34.076545, -118.380005)"
"8700 BEVERLY BLVD, LOS ANGELES, CA 90048","(34.076545, -118.380005)"
"6470 PENTZ RD, PARADISE, CA 95969","(39.77113, -121.578902)"
"2335 E KASHIAN LN, FRESNO, CA 93701","(36.743713, -119.783137)"
"2421 OLD EUREKA WY, REDDING, CA 96001","(40.586241, -122.406594)"
"1221 E SPRUCE AVE, FRESNO, CA 93720","(36.841507, -119.761658)"
"1010 MURRAY AVE, SAN LUIS OBISPO, CA 93405","(35.29218, -120.665832)"
"1911 JOHNSON AVE, SAN LUIS OBISPO, CA 93401","(35.277884, -120.650826)"
"215 W BEAMER ST, WOODLAND, CA 95695","(38.684692, -121.793843)"
"1035 PLACER ST, REDDING, CA 96001","(40.583353, -122.3851)"
"1331 E COMPTON BLVD, COMPTON, CA 90221","(33.896185, -118.208909)"
"1300 W 7TH ST, SAN PEDRO, CA 90732","(33.738063, -118.304108)"
"1031 E AVENDIA PICO, SAN CLEMENTE, CA 92673","(33.459745, -117.625076)"
"15785 LAGUNA CYN RD, IRVINE, CA 92618","(33.641079, -117.9666)"
"15785 LAGUNA CYN RD, IRVINE, CA 92618","(33.641079, -117.9666)"
"2 JOURNEY, ALISO VIEJO, CA 92656","(33.565549, -117.72605)"
"23521 PASEO  VALENCIA, LAGUNA HILLS, CA 92653","(33.612501, -117.712712)"
"5841 JAMESON CT, CARMICHAEL, CA 95608","(38.651254, -121.328652)"
"730 SUNRISE AVE, ROSEVILLE, CA 95661","(38.733195, -121.273119)"
"902 CIRBY WY, ROSEVILLE, CA 95661","(38.729169, -121.276287)"
"902 KIRBY WY, ROSEVILLE, CA 95661","(38.706726, -121.362179)"
"26357 MCBEAN PKY, VALENCIA, CA 91355","(34.412297, -118.560564)"
"1300 AVENIDA  HERMOSA, SAN CLEMENTE, CA 92673","(33.459745, -117.625076)"
"1300 AVENIDA  HERMOSA, SAN CLEMENTE, CA 92673","(33.459745, -117.625076)"
"2101 GEER RD, TURLOCK, CA 95382","(37.514485, -120.848879)"
"2505 E DIVISADERO ST, FRESNO, CA 93721","(36.743458, -119.78111)"
"302 FRESNO ST, FRESNO, CA 93706","(36.723651, -119.808783)"
"5150 N 6TH ST, FRESNO, CA 93710","(36.811246, -119.762693)"
"500 SUPERIOR AVE, NEWPORT BEACH, CA 92663","(33.624972, -117.934928)"
"2501 E CHAPMAN AVE, ORANGE, CA 92869","(33.787955, -117.827072)"
"1001 MAIN ST, DELANO, CA 93215","(35.769226, -119.245634)"
"1100 4TH ST, TAFT, CA 93268","(35.147534, -119.454065)"
"1215 JEFFERSON ST, DELANO, CA 93215","(35.772053, -119.245101)"
"161 N MILL ST, TEHACHAPI, CA 93561","(35.132351, -118.452522)"
"210 N CHESTER AVE, BAKERSFIELD, CA 93308","(35.407548, -119.020323)"
"2101 7TH ST, WASCO, CA 93280","(35.594145, -119.351491)"
"21138 PASO ROBLES HWY, LOST HILLS, CA 93249","(35.616207, -119.695526)"
"277 E FRONT ST, BUTTONWILLOW, CA 93206","(35.756776, -119.243168)"
"320 JAMES ST, SHAFTER, CA 93263","(35.50297, -119.276588)"
"3409 CALLOWAY DR, BAKERSFIELD, CA 93312","(35.391484, -119.110469)"
"525 ROBERTS LN, BAKERSFIELD, CA 93308","(35.408495, -119.031158)"
"655 S CENTRAL VLY HWY, SHAFTER, CA 93263","(35.509248, -119.281913)"
"1730 S COLLEGE AVE, DINUBA, CA 93618","(36.530877, -119.385539)"
"250 W EL MONTE WY, DINUBA, CA 93618","(36.545726, -119.39352)"
"324 N VERMONT AVE, DINUBA, CA 93618","(36.547793, -119.389086)"
"1343 N GRAND AVE, COVINA, CA 91724","(34.051824, -117.862794)"
"16830 VENTURA BLVD, ENCINO, CA 91436","(34.158861, -118.500317)"
"220 COMMERCE, IRVINE, CA 92602","(33.717861, -117.785815)"
"2710 GATEWAY OAKS DR, SACRAMENTO, CA 95833","(38.616064, -121.51752)"
"365 LENNON LN, WALNUT CREEK, CA 94598","(37.928811, -122.031134)"
"670 N MCCARTHY BLVD, MILPITAS, CA 95035","(37.435225, -121.921281)"
"9655 GRANITE RIDGE DR, SAN DIEGO, CA 92123","(32.805765, -117.119901)"
"990 W 190TH ST, TORRANCE, CA 90502","(33.85813, -118.29505)"
"18200 YORBA LINDA, YORBA LINDA, CA 92886","(33.893749, -117.80548)"
"2615 CHESTER AVE, BAKERSFIELD, CA 93301","(35.383209, -119.020538)"
"1041 ROSE AVE, SELMA, CA 93662","(36.567973, -119.596238)"
"18411 CLARK ST, TARZANA, CA 91356","(34.169888, -118.53355)"
"250 E 18TH ST, OAKLAND, CA 94606","(37.800271, -122.252537)"
"5122 KATELLA AVE, LOS ALAMITOS, CA 90720","(33.802943, -118.043281)"
"501 MUNZER ST, SHAFTER, CA 93263","(35.500334, -119.275678)"
"14981 NATIONAL AVE, LOS GATOS, CA 95032","(37.250933, -121.951649)"
"15466 LOS GATOS  109057, LOS GATOS, CA 95032","(37.244242, -121.957804)"
"400 E OAK AVE, VISALIA, CA 93291","(36.331814, -119.295702)"
"400 E OAK AVENUE, VISALIA, CA 93291","(36.331814, -119.295702)"
"501 N BRIDGE ST, VISALIA, CA 93291","(36.333943, -119.289003)"
"8041 NEWMAN AVE, HUNTINGTON BEACH, CA 92647","(33.704949, -117.988639)"
"3535 SAN DIMAS ST, BAKERSFIELD, CA 93301","(35.391233, -119.008413)"
"24411 HEALTH CTR DR, LAGUNA HILLS, CA 92653","(33.595714, -117.715535)"
"26800 CROWN VLY PKWY, MISSION VIEJO, CA 92691","(33.559152, -117.672552)"
"12555 CENTRAL AVE, CHINO, CA 91710","(34.025196, -117.688941)"
"4312 WOODMAN AVE, SHERMAN OAKS, CA 91423","(34.148537, -118.431027)"
"11333 N SEPULVEDA BLVD, MISSION HILLS, CA 91345","(34.276456, -118.468634)"
"1800 SPRING RIDGE DR, SUSANVILLE, CA 96130","(40.413652, -120.643553)"
"27450 YNEZ RD, TEMECULA, CA 92591","(33.506653, -117.149645)"
"865 3RD AVE, CHULA VISTA, CA 91911","(32.621894, -117.07217)"
"3045 E FLORENCE AVE, HUNTINGTON PARK, CA 90255","(33.9733, -118.214015)"
"8706 IMPERIAL HWY, DOWNEY, CA 90242","(33.918006, -118.140812)"
"4075 TWEEDY BLVD, SOUTH GATE, CA 90280","(33.943907, -118.200254)"
"855 MANHATTAN BEACH, MANHATTAN BEACH, CA 90266","(33.88753, -118.401663)"
"5800 SANTA ROSA RD, CAMARILLO, CA 93012","(34.22533, -118.988481)"
"1700 PRAIRIE CITY RD, FOLSOM, CA 95630","(38.652442, -121.166888)"
"10170 SORRENTO VLY RD, SAN DIEGO, CA 92121","(32.888901, -117.209272)"
"901 W CIVIC CTR DR, SANTA ANA, CA 92703","(33.7517, -117.87196)"
"1140 NORMAN DR, MANTECA, CA 95336","(37.79417, -121.199543)"
"18115 VLY VIEW AVE, CERRITOS, CA 90703","(33.866622, -118.02932)"
"19123 BLOOMFIELD AVE, CERRITOS, CA 90703","(33.85713, -118.065008)"
"2324 SANTA RITA RD, PLEASANTON, CA 94566","(37.6824, -121.875309)"
"6585 CLARK RD, PARADISE, CA 95969","(39.776034, -121.593175)"
"11234 ANDERSON ST, LOMA LINDA, CA 92354","(34.049487, -117.263658)"
"1100 DELBON AVE, TURLOCK, CA 95382","(37.510472, -120.836402)"
"360 SAN MIGUEL DR, NEWPORT BEACH, CA 92660","(33.613426, -117.872164)"
"435 ARDEN AVE, GLENDALE, CA 91203","(34.158814, -118.262845)"
"41238 MARGARITA RD, TEMECULA, CA 92591","(33.524839, -117.148408)"
"26800 CROWN VLY PKWY, MISSION VIEJO, CA 92691","(33.559152, -117.672552)"
"665 CAMINO   MARES, SAN CLEMENTE, CA 92673","(33.459745, -117.625076)"
"665 CAMINO LOS MARES, SAN CLEMENTE, CA 92672","(33.42362, -117.606843)"
"4955 VAN NUYS BLVD, SHERMAN OAKS, CA 91403","(34.160778, -118.448896)"
"20829 VENTURA BLVD, WOODLAND HILLS, CA 91364","(34.166507, -118.586509)"
"444 BRUCE ST, YREKA, CA 96097","(41.718746, -122.646235)"
"11175 CAMPUS ST, LOMA LINDA, CA 92354","(34.050677, -117.265857)"
"331 S C ST, OXNARD, CA 93030","(34.199643, -119.181438)"
"12017 ROSECRANS AVE, NORWALK, CA 90650","(33.902317, -118.079666)"
"1140 W LA VETA AVE, ORANGE, CA 92868","(33.780172, -117.865119)"
"632 MOWRY AVE, FREMONT, CA 94536","(37.566641, -121.973011)"
"565 MAIN ST, BRAWLEY, CA 92227","(32.978795, -115.532629)"
"5451 LA PALMA AVE, LA PALMA, CA 90623","(33.846506, -118.038032)"
"10885 TELEGRAPH RD, VENTURA, CA 93004","(34.294267, -119.16314)"
"2660 E MAIN ST, VENTURA, CA 93003","(34.283668, -119.223196)"
"2953 TELEGRAPH RD, VENTURA, CA 93003","(34.272104, -119.255949)"
"3555 LOMA VISTA RD, VENTURA, CA 93003","(34.277129, -119.247715)"
"3555 LOMA VISTA RD, VENTURA, CA 93003","(34.277129, -119.247715)"
"136 N 3RD ST, LOMPOC, CA 93436","(34.63993, -120.445101)"
"4120 PRESCOTT RD, MODESTO, CA 95356","(37.691146, -121.031711)"
"26732 CROWN VLY PKWY, MISSION VIEJO, CA 92691","(33.559152, -117.672552)"
"5832 S VERMONT AVE, LOS ANGELES, CA 90044","(33.988462, -118.291286)"
"1590 POOLE BLVD, YUBA CITY, CA 95993","(39.144554, -121.643496)"
"3304 RENNER DR, FORTUNA, CA 95540","(40.582732, -124.135481)"
"3304 RENNER DR, FORTUNA, CA 95540","(40.582732, -124.135481)"
"3306 RENNER DR, FORTUNA, CA 95540","(40.582733, -124.135468)"
"3306 RENNER DR, FORTUNA, CA 95540","(40.582733, -124.135468)"
"638 MAIN ST, FERNDALE, CA 95536","(40.57808, -124.261901)"
"421 NUT TREE RD, VACAVILLE, CA 95687","(38.363997, -121.95297)"
"16800 LAKESHORE DR, LAKE ELSINORE, CA 92530","(33.68561, -117.367608)"
"235 W PUEBLO ST, SANTA BARBARA, CA 93105","(34.431147, -119.72095)"
"2400 BATH ST, SANTA BARBARA, CA 93105","(34.431492, -119.723022)"
"44241 15TH ST W, LANCASTER, CA 93534","(34.687169, -118.156956)"
"528 PALISADES DR, PACIFIC PALISADES, CA 90272","(34.045182, -118.551777)"
"5176 HILL RD EAST, LAKEPORT, CA 95453","(39.108189, -122.905985)"
"1580 CREEKSIDE DR, FOLSOM, CA 95630","(38.666709, -121.151434)"
"1837 W DOROTHEA AVE, VISALIA, CA 93277","(36.302271, -119.311216)"
"4281 KATELLA AVE, LOS ALAMITOS, CA 90720","(33.803289, -118.058408)"
"729 SUNRISE AVE, ROSEVILLE, CA 95661","(38.734206, -121.270105)"
"3120 TULARE ST, FRESNO, CA 93721","(36.741882, -119.778337)"
"416 S MYRTLE AVE, MONROVIA, CA 91016","(34.14746, -118.000619)"
"116 W MINNESOTA AVE, MCCLOUD, CA 96057","(41.252323, -122.137244)"
"29632 HWY 299 EAST, ROUND MOUNTAIN, CA 96084","(40.802703, -121.939442)"
"243 GEORGIA ST, VALLEJO, CA 94590","(38.100876, -122.2588)"
"970 EMBARCADERO DEL MAR, GOLETA, CA 93117","(34.41251, -119.856914)"
"20126 STANTON AVE, CASTRO VALLEY, CA 94546","(37.697287, -122.090709)"
"301 S FAIR OAKS AVE, PASADENA, CA 91105","(34.140479, -118.150792)"
"777 CORP DR, LADERA RANCH, CA 92694","(33.57086, -117.63561)"
"777 CORP DR, LADERA RANCH, CA 92694","(33.57086, -117.63561)"
"1115 WHISKEYTOWN CT, REDDING, CA 96001","(40.585588, -122.413057)"
"3801 LAS POSAS RD, CAMARILLO, CA 93010","(34.241985, -119.019517)"
"5051 VERDUGO WY, CAMARILLO, CA 93012","(34.216355, -119.002904)"
"1810 FULLERTON AVE, CORONA, CA 92881","(33.859704, -117.550761)"
"15962 QUANTICO RD, APPLE VALLEY, CA 92307","(34.541188, -117.271073)"
"18523 CORWIN RD, APPLE VALLEY, CA 92307","(34.540592, -117.259849)"
"18523 CORWIN RD, APPLE VALLEY, CA 92307","(34.540592, -117.259849)"
"17400 IRVINE BLVD, TUSTIN, CA 92780","(33.748439, -117.82996)"
"2547 W SHAW AVE, FRESNO, CA 93711","(36.806698, -119.836802)"
"3191 M ST, MERCED, CA 95348","(37.32081, -120.478557)"
"421 N CHURCH ST, VISALIA, CA 93291","(36.333597, -119.291547)"
"990 KLAMATH LN, YUBA CITY, CA 95993","(39.140658, -121.651838)"
"2720 N HARBOR BLVD, FULLERTON, CA 92835","(33.900352, -117.929013)"
"1045 N TUSTIN AVE, ORANGE, CA 92867","(33.853632, -117.837957)"
"1045 N TUSTIN ST, ORANGE, CA 92867","(33.803747, -117.835486)"
"1433 N HOLLENBECK AVE, COVINA, CA 91722","(34.105565, -117.899638)"
"16420 PERRIS BLVD, MORENO VALLEY, CA 92551","(33.882699, -117.226031)"
"17487 HURLEY ST, CITY OF INDUSTRY, CA 91744","(34.009527, -117.920863)"
"1851 LOMBARD ST, OXNARD, CA 93030","(34.218324, -119.149902)"
"22741 LAMBERT ST, LAKE FOREST, CA 92630","(33.634244, -117.714857)"
"22741 LAMBERT ST, LAKE FOREST, CA 92630","(33.634244, -117.714857)"
"2362 MORSE AVE, IRVINE, CA 92614","(33.682255, -117.84944)"
"2499 S WILMINGTON AVE, COMPTON, CA 90220","(33.873588, -118.236205)"
"3100 W WARNER AVE, SANTA ANA, CA 92704","(33.715255, -117.910523)"
"3200 INLAND EMPIRE, ONTARIO, CA 91764","(34.070661, -117.580705)"
"3430 GARFIELD AVE, COMMERCE, CA 90040","(33.98408, -118.140143)"
"599 INLAND CTR DR, SAN BERNARDINO, CA 92408","(34.089941, -117.295546)"
"801 CORP CTR DR, POMONA, CA 91768","(34.063516, -117.790379)"
"850 E WASHINGTON ST, COLTON, CA 92324","(34.047883, -117.31322)"
"9350 FLAIR DR, EL MONTE, CA 91731","(34.071293, -118.065068)"
"9700 DE SOTO AVE, CHATSWORTH, CA 91311","(34.246529, -118.588349)"
"1111 W 4TH ST, MADERA, CA 93637","(36.956219, -120.073684)"
"1828 EL CAMINO REAL, BURLINGAME, CA 94010","(37.581504, -122.361733)"
"1828 EL CAMINO REAL, BURLINGAME, CA 94010","(37.581504, -122.361733)"
"7055 N CHESTNUT AVE, FRESNO, CA 93720","(36.838598, -119.736275)"
"1751 LOMBARD ST, OXNARD, CA 93030","(34.217803, -119.149802)"
"2772 JOHNSON DR, OXNARD, CA 93003","(34.249882, -119.196007)"
"9515 SOQUEL DR, APTOS, CA 95003","(36.975384, -121.884707)"
