full_address,lat_long
"600 CORP DR, LADERA RANCH, CA 92694","(33.57086, -117.63561)"
"600 NEWPORT CTR DR, NEWPORT BEACH, CA 92660","(33.650323, -117.893436)"
"24910 LAS BRISAS RD, MURRIETA, CA 92562","(33.575582, -117.182072)"
"2690 S WHITE RD, SAN JOSE, CA 95148","(37.329381, -121.798382)"
"625 CITRACADO PKY, ESCONDIDO, CA 92025","(33.090925, -117.079083)"
"12980 FREDERICK ST, MORENO VALLEY, CA 92553","(33.931973, -117.260709)"
"1294 W 6TH ST, SAN PEDRO, CA 90731","(33.738959, -118.305439)"
"1294 W 6TH ST, SAN PEDRO, CA 90731","(33.738959, -118.305439)"
"895 E FREMONT AVE, SUNNYVALE, CA 94087","(37.352489, -122.014484)"
"255 E BONITA AVE, POMONA, CA 91767","(34.09608, -117.745953)"
"24226 SUNNYMEAD BLVD, MORENO VALLEY, CA 92553","(33.939506, -117.239958)"
"4190 CHICAGO AVE, RIVERSIDE, CA 92507","(33.972156, -117.347906)"
"2901 H ST, BAKERSFIELD, CA 93301","(35.385904, -119.021506)"
"115 HOSPITAL DR, UKIAH, CA 95482","(39.150568, -123.203248)"
"2344 EL CAMINO REAL, SANTA CLARA, CA 95050","(37.351959, -121.966739)"
"1400 N MAIN ST, SANTA ANA, CA 92701","(33.756879, -117.867592)"
"2710 DOLBEER ST, EUREKA, CA 95501","(40.782147, -124.142139)"
"1390 W H ST, OAKDALE, CA 95361","(37.758427, -120.861332)"
"3545 WILSHIRE BLVD, LOS ANGELES, CA 90010","(34.061893, -118.302036)"
"9535 GARDEN GROVE, GARDEN GROVE, CA 92844","(33.79738, -117.95624)"
"9535 GARDEN GROVE, GARDEN GROVE, CA 92844","(33.79738, -117.95624)"
"1577 E CHEVY CHASE DR, GLENDALE, CA 91206","(34.153383, -118.230223)"
"1300 W 155TH ST, GARDENA, CA 90247","(33.889975, -118.298359)"
"11480 BROOKSHIRE AVE, DOWNEY, CA 90241","(33.936075, -118.131082)"
"2601 W ALAMEDA AVE, BURBANK, CA 91505","(34.158368, -118.329679)"
"6260 EL CAMINO REAL, CARLSBAD, CA 92009","(33.121548, -117.264984)"
"637 S LUCAS AVE, LOS ANGELES, CA 90017","(34.053772, -118.264513)"
"2809 OLIVE HWY, OROVILLE, CA 95966","(39.503503, -121.540143)"
"23928 LYONS AVE, NEWHALL, CA 91321","(34.378739, -118.553294)"
"2901 N VENTURA RD, OXNARD, CA 93036","(34.245298, -119.181902)"
"4000 CALLE TECATE, CAMARILLO, CA 93012","(34.221085, -119.016829)"
"451 W GONZALES RD, OXNARD, CA 93036","(34.219589, -119.18171)"
"5720 RALSTON ST, VENTURA, CA 93003","(34.260318, -119.213362)"
"12555 GARDEN GROVE, GARDEN GROVE, CA 92843","(33.79738, -117.95624)"
"147 W SIERRA MADRE BLVD, SIERRA MADRE, CA 91024","(34.162173, -118.055704)"
"147 W SIERRA MADRE BLVD, SIERRA MADRE, CA 91024","(34.162173, -118.055704)"
"207 S SANTA ANITA AVE, SAN GABRIEL, CA 91776","(34.100434, -118.106847)"
"959 LAS TABLAS RD, TEMPLETON, CA 93465","(35.554107, -120.714649)"
"1227 E LOS ANGELES AVE, SIMI VALLEY, CA 93065","(34.272567, -118.776922)"
"7015 N CHESTNUT AVE, FRESNO, CA 93720","(36.838562, -119.737369)"
"320 DARDANELLI LN, LOS GATOS, CA 95032","(37.261888, -121.967873)"
"1 SHRADER ST, SAN FRANCISCO, CA 94117","(37.774821, -122.453003)"
"1403 LOMITA BLVD, HARBOR CITY, CA 90710","(33.798763, -118.301422)"
"2200 TYDD ST, EUREKA, CA 95501","(40.802164, -124.14637)"
"372 W CYPRESS AVE, REEDLEY, CA 93654","(36.608234, -119.452021)"
"100 E NORTH ST, TAFT, CA 93268","(35.138454, -119.450392)"
"11525 BROOKSHIRE AVE, DOWNEY, CA 90241","(33.935628, -118.132127)"
"801 S VICTORIA AVE, VENTURA, CA 93003","(34.267493, -119.213487)"
"2557 MOWRY AVE, FREMONT, CA 94538","(37.555936, -121.983105)"
"20911 EARL ST, TORRANCE, CA 90503","(33.840236, -118.358276)"
"3838 CALIFORNIA ST, SAN FRANCISCO, CA 94118","(37.786186, -122.457598)"
"450 SUTTER ST, SAN FRANCISCO, CA 94108","(37.789657, -122.407834)"
"2101 FOREST AVE, SAN JOSE, CA 95128","(37.326905, -121.937112)"
"24411 HEALTH CTR DR, LAGUNA HILLS, CA 92653","(33.595714, -117.715535)"
"1485 RIVER PARK DR, SACRAMENTO, CA 95815","(38.597961, -121.43945)"
"39115 TRADE CTR DR, PALMDALE, CA 93551","(34.60411, -118.239005)"
"96 SPRINGSTOWNE CTR, VALLEJO, CA 94591","(38.104817, -122.215117)"
"1822 SAN MIGUEL DR, WALNUT CREEK, CA 94596","(37.896443, -122.052272)"
"11425 EL CAMINO REAL, SAN DIEGO, CA 92130","(32.925937, -117.237001)"
"4770 W HERNDON AVE, FRESNO, CA 93722","(36.837593, -119.878156)"
"550 S WINCHESTER BLVD, SAN JOSE, CA 95128","(37.317894, -121.949442)"
"2528 W OLYMPIC BLVD, LOS ANGELES, CA 90006","(34.052264, -118.284834)"
"3110 KERNER BLVD, SAN RAFAEL, CA 94901","(37.958114, -122.50018)"
"2280 HARRISON AVE, EUREKA, CA 95501","(40.788049, -124.139755)"
"24411 HEALTH CTR DR, LAGUNA HILLS, CA 92653","(33.595714, -117.715535)"
"15651 IMPERIAL HWY, LAMIRADA, CA 90638","(33.917786, -117.997271)"
"3220 S BREA CYN RD, DIAMOND BAR, CA 91765","(34.02862, -117.81034)"
"1470 HALFORD AVE, SANTA CLARA, CA 95051","(37.351696, -121.99941)"
"201 N CENTRAL AVE, COMPTON, CA 90220","(33.896873, -118.2524)"
"3655 LOMITA BLVD, TORRANCE, CA 90505","(33.815309, -118.348751)"
"2232 S MOUNTAIN AVE, ONTARIO, CA 91762","(34.033321, -117.668974)"
"4195 CHINO HILLS PKWY, CHINO HILLS, CA 91709","(33.981899, -117.71299)"
"900 HYDE ST, SAN FRANCISCO, CA 94109","(37.789631, -122.416554)"
"600 N HIGHLAND SPRGS AVE, BANNING, CA 92220","(33.931945, -116.94577)"
"420 S BRISTOL ST, SANTA ANA, CA 92703","(33.74186, -117.885301)"
"767 W 19TH ST, COSTA MESA, CA 92627","(33.643527, -117.930912)"
"3431 BROADWAY ST, AMERICAN CANYON, CA 94503","(38.170424, -122.253491)"
"488 E VLY PKWY, ESCONDIDO, CA 92025","(33.12561, -117.077376)"
"1400 FLORIDA AVE, MODESTO, CA 95350","(37.663563, -120.996197)"
"1441 FLORIDA AVE, MODESTO, CA 95350","(37.665667, -120.996216)"
"5001 LAKEWOOD BLVD, LAKEWOOD, CA 90712","(33.84879, -118.14323)"
"12942 HARBOR BLVD, GARDEN GROVE, CA 92840","(33.775032, -117.918739)"
"16300 SAND CYN AVE, IRVINE, CA 92618","(33.664955, -117.774201)"
"520 SUPERIOR AVE, NEWPORT BEACH, CA 92663","(33.624992, -117.934912)"
"9900 TALBERT AVE, FOUNTAIN VALLEY, CA 92708","(33.701509, -117.955867)"
"221 TWIN LAKES RD, BRIDGEPORT, CA 93517","(38.252558, -119.231021)"
"1130 FREMONT BLVD, SEASIDE, CA 93955","(36.600665, -121.849063)"
"204 E BEACH ST, WATSONVILLE, CA 95076","(36.912044, -121.754172)"
"252 GREEN VLY RD, FREEDOM, CA 95019","(37.057079, -122.029154)"
"302 RIVERSIDE AVE, SANTA CRUZ, CA 95060","(36.966374, -122.018048)"
"3436 HILLCREST AVE, ANTIOCH, CA 94531","(37.986625, -121.781317)"
"1499 W 1ST ST, SAN PEDRO, CA 90732","(33.743202, -118.309127)"
"1306 MARICOPA HWY, OJAI, CA 93023","(34.5302, -119.310134)"
"327 E PALMDALE BLVD, PALMDALE, CA 93550","(34.579892, -118.121098)"
"2030 VIBORG RD, SOLVANG, CA 93463","(34.605065, -120.129817)"
"24 WILLIE MAYS PLZ, SAN FRANCISCO, CA 94107","(37.779003, -122.389382)"
"9209 COLIMA RD, WHITTIER, CA 90605","(33.950518, -118.005901)"
"545 E CLEVELAND ST, STOCKTON, CA 95204","(37.973859, -121.289712)"
"1541 FLORIDA AVE, MODESTO, CA 95350","(37.666661, -120.996376)"
"770 MAGNOLIA AVE, CORONA, CA 92879","(33.859216, -117.553276)"
"101 W CST RD, REDWAY, CA 95560","(40.115222, -123.814253)"
"2192 CENTRAL AVE, MCKINLEYVILLE, CA 95519","(40.948078, -124.101137)"
"2800 HARRIS ST, EUREKA, CA 95503","(40.780312, -124.136473)"
"1251 DRAPER ST, KINGSBURG, CA 93631","(36.513728, -119.554857)"
"9400 NO NAME UNO, GILROY, CA 95020","(37.03495, -121.572618)"
"9460 N NAME UNO, GILROY, CA 95020","(37.121668, -122.00677)"
"1050 N STATE ST, UKIAH, CA 95482","(39.163375, -123.21024)"
"107 N HALL ST, VISALIA, CA 93291","(36.330715, -119.309416)"
"6633 COYLE AVE, CARMICHAEL, CA 95608","(38.668149, -121.313994)"
"55585 29 PALMS HWY, YUCCA VALLEY, CA 92284","(34.185894, -116.432416)"
"6186 ADOBE RD, TWENTYNINE PALMS, CA 92277","(34.141466, -116.055105)"
"1045 ATLANTIC AVE, LONG BEACH, CA 90813","(33.780235, -118.185393)"
"13500 VAN NUYS BLVD, PACOIMA, CA 91331","(34.262099, -118.42727)"
"20440 SHERMAN WY, WINNETKA, CA 91306","(34.200852, -118.578877)"
"8330 RED OAK ST, RANCHO CUCAMONGA, CA 91730","(34.102099, -117.569789)"
"2101 W BEVERLY BLVD, MONTEBELLO, CA 90640","(34.020286, -118.121729)"
"250 E CHASE AVE, EL CAJON, CA 92020","(32.780644, -116.95929)"
"6699 ALVARADO RD, SAN DIEGO, CA 92120","(32.776204, -117.054237)"
"1091 S LA BREA AVE, INGLEWOOD, CA 90301","(33.949224, -118.352693)"
"12922 VICTORY BLVD, NORTH HOLLYWOOD, CA 91606","(34.18651, -118.414845)"
"101 OLD MCCLOUD RD, MOUNT SHASTA, CA 96067","(41.305031, -122.311023)"
"3385 G ST, MERCED, CA 95340","(37.325968, -120.469317)"
"5186 HOSPITAL RD, MARIPOSA, CA 95338","(37.501596, -119.977111)"
"6386 GREELEY HILL RD, COULTERVILLE, CA 95311","(37.743338, -120.131131)"
"9696 STEPHENS ST, DELHI, CA 95315","(37.429165, -120.775103)"
"1519 S OREGON ST, YREKA, CA 96097","(41.717338, -122.642175)"
"325 ASIP RD, ORLEANS, CA 95556","(41.300025, -123.547507)"
"62436 2ND AVE, HAPPY CAMP, CA 96039","(41.792631, -123.380039)"
"1100 W GONZALES RD, OXNARD, CA 93036","(34.218805, -119.191011)"
"3418 LOMA VISTA RD, VENTURA, CA 93003","(34.276094, -119.250221)"
"4702 HOEN AVE, SANTA ROSA, CA 95405","(38.441014, -122.664469)"
"1186 E LELAND ST, TULARE, CA 93274","(36.133527, -119.299856)"
"216 E PINE ST, EXETER, CA 93221","(36.296316, -119.140557)"
"41696 RD, OROSI, CA 93647","(36.555602, -119.166499)"
"7060 N RECREATION AVE, FRESNO, CA 93720","(36.838793, -119.739584)"
"480 1ST AVE, PORTOLA, CA 96122","(39.805345, -120.470631)"
"880 S ATLANTIC BLVD, MONTEREY PARK, CA 91754","(34.050281, -118.138123)"
"7345 MEDICAL CTR DR, WEST HILLS, CA 91307","(34.200833, -118.6649)"
"490 GRAND AVE, OAKLAND, CA 94610","(37.808934, -122.251854)"
"152 PIONEER LN, BISHOP, CA 93514","(37.362208, -118.407181)"
"35 CASA ST, SAN LUIS OBISPO, CA 93405","(35.293292, -120.666463)"
"1640 NEWPORT BLVD, COSTA MESA, CA 92627","(33.63464, -117.92236)"
"23961 CALLE MAGDALENA, LAGUNA HILLS, CA 92653","(33.608434, -117.711171)"
"280 NEWPORT CTR DR, NEWPORT BEACH, CA 92660","(33.650323, -117.893436)"
"3409 CALLOWAY DR, BAKERSFIELD, CA 93312","(35.391484, -119.110469)"
"3610 LONG BEACH BLVD, LONG BEACH, CA 90807","(33.822438, -118.188919)"
"800 CORP DR, LADERA RANCH, CA 92694","(33.57086, -117.63561)"
"2101 STONE BLVD, WEST SACRAMENTO, CA 95691","(38.563001, -121.537671)"
"2037 HWY, ARNOLD, CA 95223","(38.328969, -120.223837)"
"23625 HOLMAN HWY, MONTEREY, CA 93940","(36.579062, -121.91505)"
"333 MERCY AVE, MERCED, CA 95340","(37.345785, -120.42415)"
"450 E ROMIE LN, SALINAS, CA 93901","(36.659105, -121.646312)"
"1095 IRVINE BLVD, TUSTIN, CA 92780","(33.747778, -117.809105)"
"2101 VALE RD, SAN PABLO, CA 94806","(37.954364, -122.337193)"
"2675 HARRIS ST, EUREKA, CA 95503","(40.780606, -124.137551)"
"9045 BRUCEVILLE RD, ELK GROVE, CA 95758","(38.430552, -121.417781)"
"1777 N BELLFLOWER, LONG BEACH, CA 90815","(33.787549, -118.124316)"
"6489 CAMDEN AVE, SAN JOSE, CA 95120","(37.220862, -121.863337)"
"841 BLOSSOM HILL RD, SAN JOSE, CA 95123","(37.240433, -121.839686)"
"2505 SAMARITAN DR, SAN JOSE, CA 95124","(37.25228, -121.948215)"
"1561 CREEKSIDE DR, FOLSOM, CA 95630","(38.66705, -121.1514)"
"3236 MENDOCINO AVE, SANTA ROSA, CA 95403","(38.46982, -122.722255)"
"3536 MENDOCINO AVE, SANTA ROSA, CA 95403","(38.473666, -122.725926)"
"5555 MONTGOMERY DR, SANTA ROSA, CA 95409","(38.457978, -122.645274)"
"44215 15TH ST, LANCASTER, CA 93534","(34.686754, -118.156958)"
"320 SANTA FE DR, ENCINITAS, CA 92024","(33.036374, -117.285617)"
"9850 GENESEE AVE, LA JOLLA, CA 92037","(32.885158, -117.225091)"
"2030 FOREST AVE, SAN JOSE, CA 95128","(37.326689, -121.934086)"
"1425 W H ST, OAKDALE, CA 95361","(37.758052, -120.861432)"
"250 S OAK AVE, OAKDALE, CA 95361","(37.758919, -120.861293)"
"2329 OAK PARK LN, SANTA BARBARA, CA 93105","(34.428533, -119.724609)"
"203 WALKER ST, ORLAND, CA 95963","(39.747191, -122.191464)"
"361 E WHITTIER BLVD, LA HABRA, CA 90631","(33.939262, -117.950024)"
"3325 CHANATE RD, SANTA ROSA, CA 95404","(38.469534, -122.707299)"
"CASTRO AND DUBOCE ST, SAN FRANCISCO, CA 94114","(37.757537, -122.434698)"
"380 STEVENS AVE, SOLANA BEACH, CA 92075","(32.992927, -117.261151)"
"2262 N STATE COLLEGE BLVD, FULLERTON, CA 92831","(33.894867, -117.891564)"
"1845 BUSINESS CTR DR, SAN BERNARDINO, CA 92408","(34.062626, -117.509318)"
"815 HYDE ST, SAN FRANCISCO, CA 94109","(37.788505, -122.417256)"
"7320 WOODLAKE AVE, WEST HILLS, CA 91307","(34.202766, -118.63196)"
"721 RIVER DR, FORT BRAGG, CA 95437","(39.430573, -123.80144)"
"12474 WASHINGTON BLVD, WHITTIER, CA 90602","(33.9674, -118.045168)"
"2980 EL RANCHO DR, SANTA CRUZ, CA 95060","(37.033662, -122.021297)"
"16300 SAND CYN AVE, IRVINE, CA 92618","(33.664955, -117.774201)"
"25485 MEDICAL CTR DR, MURRIETA, CA 92562","(33.548299, -117.344739)"
"7910 FROST ST, SAN DIEGO, CA 92123","(32.800658, -117.154233)"
"6848 MAGNOLIA AVE, RIVERSIDE, CA 92506","(33.949304, -117.398541)"
"5400 W HILLSDALE AVE, VISALIA, CA 93291","(36.330319, -119.351745)"
"720 W MAIN ST, VISALIA, CA 93291","(36.330399, -119.299514)"
"4201 TORRANCE BLVD, TORRANCE, CA 90503","(33.838379, -118.358618)"
"1825 4TH ST, SAN FRANCISCO, CA 94158","(37.775637, -122.393355)"
"2570 GOODWATER AVE, REDDING, CA 96002","(40.571161, -122.324899)"
"3393 G ST, MERCED, CA 95340","(37.326325, -120.46931)"
"2795 LOMA VISTA RD, VENTURA, CA 93003","(34.275438, -119.258706)"
"18785 S BROOKHURST ST, FOUNTAIN VALLEY, CA 92708","(33.689891, -117.954178)"
"1735 CREEKSIDE DR, FOLSOM, CA 95630","(38.671749, -121.145349)"
"3150 G ST, MERCED, CA 95340","(37.319408, -120.469149)"
"408 E 3RD ST, CALEXICO, CA 92231","(32.667601, -115.492191)"
"18200 YORBA LINDA, YORBA LINDA, CA 92886","(33.893749, -117.80548)"
"432 S MILL ST, TEHACHAPI, CA 93561","(35.128964, -118.452916)"
"170 ALAMEDA DE LAS PULGAS, REDWOOD CITY, CA 94062","(37.481413, -122.254006)"
"540 E HERNDON AVE, FRESNO, CA 93720","(36.838832, -119.778237)"
"2485 HIGH SCHOOL AVE, CONCORD, CA 94520","(37.985369, -122.034208)"
"525 SPRUCE ST, SAN FRANCISCO, CA 94118","(37.785794, -122.453965)"
"591 REDWOOD FRONTAG, MILL VALLEY, CA 94941","(37.890339, -122.516697)"
"591 REDWOOD HWY, MILL VALLEY, CA 94941","(37.890339, -122.516697)"
"25455 BARTON RD, LOMA LINDA, CA 92354","(34.047415, -117.249519)"
"2 JAMES WY, PISMO BEACH, CA 93449","(35.137103, -120.621821)"
"12507 ALONDRA BLVD, NORWALK, CA 90650","(33.888373, -118.066079)"
"8426 CALIFORNIA AVE, SOUTH GATE, CA 90280","(33.959218, -118.204926)"
"9317 FIRESTONE BLVD, DOWNEY, CA 90241","(33.932504, -118.116962)"
"1646 E HERNDON AVE, FRESNO, CA 93720","(36.838629, -119.757323)"
"651 WAKE AVE, EL CENTRO, CA 92243","(32.770458, -115.559131)"
"5479 N FRESNO ST, FRESNO, CA 93710","(36.81748, -119.782123)"
"4476 TWEEDY BLVD, SOUTH GATE, CA 90280","(33.942497, -118.193134)"
"1535 W MERCED AVE, WEST COVINA, CA 91790","(34.063386, -117.947771)"
"999 N TUSTIN AVE, SANTA ANA, CA 92705","(33.751919, -117.8342)"
"1456 PROFESSIONAL DR, PETALUMA, CA 94954","(38.254978, -122.632834)"
"1463 S 4TH ST, EL CENTRO, CA 92243","(32.778939, -115.552228)"
"2585 SAMARITAN DR, SAN JOSE, CA 95124","(37.253234, -121.949921)"
"220 PACIFIC OAKS RD, GOLETA, CA 93117","(34.429805, -119.87745)"
"517 W JUNIPERO ST, SANTA BARBARA, CA 93105","(34.42869, -119.725822)"
"392 N PEARSON AVE, PORTERVILLE, CA 93257","(36.072957, -119.027252)"
"590 W PUTNAM AVE, PORTERVILLE, CA 93257","(36.070079, -119.03005)"
"75 ROWLAND WY, NOVATO, CA 94945","(38.094603, -122.559509)"
"2240 GLADSTONE DR, PITTSBURG, CA 94565","(38.006869, -121.867692)"
"1294 W 6TH ST, SAN PEDRO, CA 90731","(33.738959, -118.305439)"
"110 N VALERIA ST, FRESNO, CA 93701","(36.744214, -119.784547)"
"155 N FRESNO ST, FRESNO, CA 93701","(36.744164, -119.782261)"
"2900 FRESNO ST, FRESNO, CA 93721","(36.742374, -119.782396)"
"48677 VICTORIA LN, OAKHURST, CA 93644","(37.328061, -119.659343)"
"140 LITTON DR, GRASS VALLEY, CA 95945","(39.234428, -121.052796)"
"844 OLD TUNNEL RD, GRASS VALLEY, CA 95945","(39.235134, -121.030448)"
"340 E BETTERAVIA RD, SANTA MARIA, CA 93454","(34.923283, -120.428576)"
"1650 WALNUT ST, BERKELEY, CA 94709","(37.876865, -122.268065)"
"780 E WASHINGTON BLVD, CRESCENT CITY, CA 95531","(41.772842, -124.195824)"
"1301 20TH ST, SANTA MONICA, CA 90404","(34.029965, -118.480988)"
"1919 GRAND AVE, SAN DIEGO, CA 92109","(32.799, -117.234059)"
"4650 LINCOLN BLVD, MARINA DEL REY, CA 90292","(33.981738, -118.440031)"
"399 E HIGHLAND AVENUE, SAN BERNARDINO, CA 92404","(34.135774, -117.27715)"
"7950 CHERRY AVE, FONTANA, CA 92336","(34.109835, -117.489025)"
"630 N 13TH AVE E, UPLAND, CA 91786","(34.10162, -117.633464)"
"199 REYNOLDS RD, CHESTER, CA 96020","(40.306355, -121.234392)"
"43563 HWY 299, FALL RIVER MILLS, CA 96028","(41.022734, -121.42648)"
"498 MAIN ST, TULELAKE, CA 96134","(41.954862, -121.476887)"
"554 850 MEDICAL CTR DR, BIEBER, CA 96009","(41.131506, -121.128616)"
"610 W 3RD ST, DORRIS, CA 96023","(41.964342, -121.920243)"
"105 MARGARET LN, GRASS VALLEY, CA 95945","(39.229023, -121.046248)"
"1035 S MAIN AVE, FALLBROOK, CA 92028","(33.373237, -117.251992)"
"24221 CALLE   LOUISA, LAGUNA HILLS, CA 92653","(33.610542, -117.709799)"
"1111 COLUMBUS ST, BAKERSFIELD, CA 93305","(35.396754, -118.982462)"
"3941 SAN DIMAS ST, BAKERSFIELD, CA 93301","(35.395942, -119.008501)"
"3737 E M L KING JR BL, LYNWOOD, CA 90262","(33.924538, -118.202954)"
"1910 OUTLET CTR DR, OXNARD, CA 93036","(34.236999, -119.184377)"
"2200 DEL PASO BLVD, SACRAMENTO, CA 95815","(38.609974, -121.450803)"
"5524 ASSEMBLY CT, SACRAMENTO, CA 95823","(38.493468, -121.440878)"
"7275 E SOUTHGATE DR, SACRAMENTO, CA 95823","(38.493389, -121.437567)"
"150 VERA AVE, RIPON, CA 95366","(37.738962, -121.13292)"
"1205 E NORTH ST, MANTECA, CA 95336","(37.801215, -121.198245)"
"3756 GRAND AVE, OAKLAND, CA 94610","(37.816361, -122.245441)"
"200 N JACKSON AVE, SAN JOSE, CA 95116","(37.363172, -121.847723)"
"200 N JACKSON AVE, SAN JOSE, CA 95116","(37.363172, -121.847723)"
"24060 CAMINO DEL AVION, DANA POINT, CA 92629","(33.485903, -117.696366)"
"6876 KATELLA AVE, CYPRESS, CA 90630","(33.802801, -118.013483)"
"29798 HAUN RD, SUN CITY, CA 92586","(33.688427, -117.174087)"
"3350 W BALL RD, ANAHEIM, CA 92804","(33.815584, -118.007022)"
"10931 CHERRY ST, LOS ALAMITOS, CA 90720","(33.804033, -118.068102)"
"10931 CHERRY ST, LOS ALAMITOS, CA 90720","(33.804033, -118.068102)"
"11950 INGLEWOOD AVE, HAWTHORNE, CA 90250","(33.923964, -118.361081)"
"11950 INGLEWOOD AVE, HAWTHORNE, CA 90250","(33.923964, -118.361081)"
"1611 CREEKSIDE DR, FOLSOM, CA 95630","(38.669143, -121.149218)"
"3860 EL DORADO HILLS, EL DORADO HILLS, CA 95762","(38.678762, -121.077221)"
"16500 VENTURA BLVD, ENCINO, CA 91436","(34.157426, -118.492621)"
"3710 E CESAR E CHAVEZ AVE, LOS ANGELES, CA 90063","(34.040341, -118.185416)"
"91275 66TH AVE, MECCA, CA 92254","(33.569204, -116.08672)"
"520 SUPERIOR AVE, NEWPORT BEACH, CA 92663","(33.624992, -117.934912)"
"14160 BROOKHURST ST, GARDEN GROVE, CA 92843","(33.757134, -117.955068)"
"1211 W LA PALMA AVE, ANAHEIM, CA 92801","(33.847272, -117.934815)"
"14350 WHITTIER BLVD, WHITTIER, CA 90605","(33.954735, -118.018974)"
"1801 W ROMNEYA DR, ANAHEIM, CA 92801","(33.851283, -117.946473)"
"145 INTERNATIONAL BL, OAKLAND, CA 94606","(37.798288, -122.256919)"
"2114 SENTER RD, SAN JOSE, CA 95112","(37.311749, -121.850936)"
"401 E 18TH ST, OAKLAND, CA 94606","(37.79881, -122.251114)"
"5710 WATT AVE, NORTH HIGHLANDS, CA 95660","(38.670525, -121.382731)"
"617 N MANCHESTER AVE, LOS ANGELES, CA 90044","(33.960298, -118.264383)"
"4062 FLYING C RD, CAMERON PARK, CA 95682","(38.656472, -120.998392)"
"27800 MEDICAL CTR RD, MISSION VIEJO, CA 92691","(33.605527, -117.667923)"
"520 SUPERIOR AVE, NEWPORT BEACH, CA 92663","(33.624992, -117.934912)"
"18370 BURBANK BLVD, TARZANA, CA 91356","(34.171589, -118.533376)"
"160 N DATE ST, ESCONDIDO, CA 92025","(33.126669, -117.069846)"
"216 W PUEBLO ST, SANTA BARBARA, CA 93105","(34.431562, -119.720983)"
"444 BRUCE ST, YREKA, CA 96097","(41.718746, -122.646235)"
"2360 MCKEE RD, SAN JOSE, CA 95116","(37.366386, -121.847678)"
"277 RANCHEROS DR, SAN MARCOS, CA 92069","(33.138881, -117.16081)"
"191 S BUENA VISTA ST, BURBANK, CA 91505","(34.159848, -118.329138)"
"2363 ULRIC ST, SAN DIEGO, CA 92111","(32.786612, -117.16912)"
"6255 UNIVERSITY AVE, SAN DIEGO, CA 92115","(32.753687, -117.060263)"
"125 W THOUSAND OAKS BLVD, THOUSAND OAKS, CA 91360","(34.17912, -118.880097)"
"2617 E CHAPMAN AVE, ORANGE, CA 92869","(33.787951, -117.824511)"
"27994 BRADLEY RD, SUN CITY, CA 92586","(33.71453, -117.190807)"
"1156 26TH ST, SANTA MONICA, CA 90403","(34.036479, -118.478267)"
"1360 W 6TH ST, SAN PEDRO, CA 90732","(33.739256, -118.307313)"
"600 S LAKE AVE, PASADENA, CA 91106","(34.135597, -118.131554)"
"7204 FOOTHILL BLVD, TUJUNGA, CA 91042","(34.248551, -118.28882)"
"8264 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 90046","(34.090451, -118.369292)"
"1025 W 2ND AVE, ESCONDIDO, CA 92025","(33.113361, -117.093629)"
"1260 E OHIO AVE, ESCONDIDO, CA 92027","(33.128893, -117.064326)"
"12696 MONTE VISTA RD, POWAY, CA 92064","(32.995227, -117.054191)"
"1325 LAS VILLAS WY, ESCONDIDO, CA 92026","(33.138942, -117.095043)"
"15632 POMERADO RD, POWAY, CA 92064","(32.998114, -117.058625)"
"1586 W SAN MARCOS BLVD, SAN MARCOS, CA 92078","(33.131783, -117.203135)"
"201 N FIG ST, ESCONDIDO, CA 92025","(33.126057, -117.073884)"
"247 E BOBIER DR, VISTA, CA 92084","(33.220544, -117.242151)"
"3232 THUNDER DR, OCEANSIDE, CA 92056","(33.187152, -117.287463)"
"421 E MISSION AVE, ESCONDIDO, CA 92025","(33.131349, -117.08044)"
"760 E BOBIER DR, VISTA, CA 92084","(33.218275, -117.232642)"
"7248 S LAND PARK DR, SACRAMENTO, CA 95831","(38.494109, -121.511485)"
"2715 E MAIN ST, VENTURA, CA 93003","(34.283668, -119.223196)"
"85 SALE LN, RED BLUFF, CA 96080","(40.184694, -122.220198)"
"133 W SANTA CLARA ST, VENTURA, CA 93001","(34.279988, -119.303066)"
"15215 LEFFINGWELL RD, WHITTIER, CA 90604","(33.92839, -118.005992)"
"1100 4TH ST, TAFT, CA 93268","(35.147534, -119.454065)"
"3545 MT PINOS WY, FRAZIER PARK, CA 93225","(34.768537, -119.030293)"
"4131 MING AVE, BAKERSFIELD, CA 93309","(35.338499, -119.050548)"
"1375 UNIVERSITY ST, HEALDSBURG, CA 95448","(38.627112, -122.86439)"
"1241 E HILLSDALE BLVD, FOSTER CITY, CA 94404","(37.566636, -122.267696)"
"4440 SAN PABLO DAM RD, EL SOBRANTE, CA 94803","(37.966408, -122.302101)"
"16319 3RD ST, GUERNEVILLE, CA 95446","(38.502732, -122.999203)"
"3330 CHURN CREEK RD, REDDING, CA 96002","(40.559289, -122.353231)"
"460 W SYCAMORE ST, WILLOWS, CA 95988","(39.520353, -122.199463)"
"750 E WALKER ST, ORLAND, CA 95963","(39.747404, -122.173099)"
"2644 M ST, MERCED, CA 95340","(37.311342, -120.479286)"
"250 CHERRY LN, MANTECA, CA 95337","(37.799923, -121.230858)"
"161 S SPRUCE AVE, S SAN FRANCISCO, CA 94080","(37.649561, -122.418495)"
"2480 MISSION ST, SAN FRANCISCO, CA 94110","(37.75744, -122.419378)"
"2425 STOCKTON BLVD, SACRAMENTO, CA 95817","(38.553125, -121.456261)"
