tract,0-18,19-25,26-34,35-54,55-64,65+
41051006002,417.0,167.0,274.0,648.0,345.0,290.0
41051006100,491.0,133.0,215.0,755.0,399.0,367.0
41051006200,507.0,254.0,445.0,950.0,457.0,292.0
41051006300,1064.0,1380.0,334.0,1107.0,680.0,467.0
41051006402,1303.0,277.0,377.0,1843.0,1160.0,697.0
41051006403,916.0,434.0,696.0,1141.0,467.0,321.0
41051006404,581.0,266.0,460.0,1143.0,728.0,543.0
41051006501,1334.0,314.0,769.0,1942.0,1039.0,593.0
41051006502,641.0,467.0,928.0,1215.0,547.0,365.0
41051006601,538.0,121.0,253.0,778.0,422.0,445.0
41051006602,957.0,528.0,890.0,1450.0,646.0,436.0
41051006701,639.0,191.0,340.0,916.0,409.0,601.0
41051006702,603.0,255.0,523.0,874.0,452.0,402.0
41051006801,484.0,99.0,167.0,683.0,401.0,364.0
41051006802,783.0,206.0,311.0,1092.0,583.0,455.0
41051006900,608.0,100.0,138.0,842.0,488.0,471.0
41051007000,2288.0,283.0,540.0,3107.0,1266.0,779.0
41051007100,467.0,167.0,225.0,831.0,631.0,467.0
41051007201,204.0,91.0,191.0,703.0,599.0,498.0
41051007202,430.0,203.0,301.0,838.0,491.0,345.0
41051007300,114.0,303.0,467.0,893.0,147.0,71.0
41051007400,1046.0,335.0,588.0,1092.0,395.0,265.0
41051007500,1230.0,396.0,918.0,1622.0,536.0,495.0
41051007600,981.0,316.0,596.0,1098.0,360.0,273.0
41051007700,410.0,186.0,327.0,639.0,271.0,175.0
41051007800,389.0,142.0,256.0,597.0,210.0,198.0
41051007900,1160.0,422.0,664.0,1448.0,509.0,393.0
41051008001,731.0,279.0,414.0,948.0,365.0,556.0
41051008002,764.0,238.0,380.0,898.0,410.0,398.0
41051008100,1610.0,715.0,1015.0,2020.0,801.0,1053.0
41051008201,632.0,260.0,348.0,744.0,319.0,755.0
41051008202,1908.0,866.0,1154.0,2139.0,725.0,902.0
41051008301,1145.0,423.0,676.0,1148.0,388.0,620.0
41051008302,1179.0,405.0,529.0,1173.0,416.0,514.0
41051008400,1265.0,480.0,687.0,1286.0,447.0,469.0
41051008500,1189.0,376.0,621.0,1247.0,450.0,458.0
41051008600,1197.0,366.0,694.0,1325.0,493.0,321.0
41051008700,1024.0,427.0,851.0,1483.0,445.0,395.0
41051008800,957.0,327.0,771.0,1383.0,400.0,323.0
41051008901,2782.0,695.0,1144.0,2873.0,1133.0,929.0
41051008902,987.0,441.0,673.0,1097.0,474.0,360.0
41051009000,3002.0,984.0,1378.0,2677.0,898.0,838.0
41051009101,1611.0,589.0,744.0,1594.0,607.0,478.0
41051009102,1867.0,590.0,878.0,1879.0,719.0,613.0
41051009201,2321.0,813.0,1148.0,2284.0,863.0,812.0
41051009202,1306.0,459.0,640.0,1417.0,501.0,395.0
41051009301,1770.0,704.0,984.0,1636.0,477.0,558.0
41051009302,1051.0,391.0,649.0,1234.0,475.0,692.0
41051009400,1234.0,438.0,582.0,1595.0,820.0,2047.0
41051009501,1168.0,424.0,506.0,1238.0,604.0,851.0
41051009502,1152.0,408.0,555.0,1171.0,496.0,640.0
41051009603,1073.0,357.0,479.0,1070.0,397.0,424.0
41051009604,1505.0,559.0,739.0,1412.0,513.0,350.0
41051009605,1458.0,571.0,753.0,1503.0,666.0,679.0
